timestamp,gpu_index,utilization_gpu_pct,utilization_memory_pct,memory_free_MiB,memory_used_MiB,temperature_gpu,temperature_memory,power_draw_W,pcie_link_width_current
1631478310.838,1,88,12,31923,587,48,43,121.15,16
1631478310.941,1,88,12,31923,587,48,43,122.23,16
1631478311.044,1,88,12,31923,587,48,44,123.11,16
1631478311.149,1,88,12,31923,587,48,44,122.3,16
1631478311.252,1,88,12,31923,587,48,44,122.04,16
1631478311.355,1,88,12,31923,587,48,43,123.17,16
1631478311.458,1,78,10,31923,587,47,43,119.12,16
1631478311.561,1,74,10,31923,587,48,43,122.42,16
1631478311.664,1,74,10,31923,587,48,43,123.13,16
1631478311.767,1,88,12,31923,587,48,44,122.4,16
1631478311.871,1,88,12,31923,587,48,43,123.63,16
1631478311.974,1,88,12,31923,587,48,44,122.61,16
1631478312.077,1,88,12,31923,587,48,44,122.93,16
1631478312.18,1,88,12,31923,587,48,44,111.45,16
1631478312.283,1,88,12,31923,587,48,44,122.22,16
1631478312.386,1,88,12,31923,587,48,44,117.43,16
1631478312.489,1,87,12,31923,587,48,44,123.1,16
1631478312.592,1,88,12,31923,587,48,44,121.93,16
1631478312.695,1,88,12,31923,587,48,44,122.82,16
1631478312.798,1,90,12,31923,587,48,44,122.34,16
1631478312.901,1,88,12,31923,587,48,44,124.52,16
1631478313.004,1,88,12,31923,587,48,44,121.69,16
1631478313.107,1,88,12,31923,587,48,44,115.22,16
1631478313.21,1,88,12,31923,587,48,43,121.74,16
1631478313.314,1,85,11,31923,587,48,44,108.91,16
1631478313.418,1,88,12,31923,587,48,44,124.15,16
1631478313.521,1,88,12,31923,587,48,44,119.26,16
1631478313.624,1,88,12,31923,587,48,44,122.14,16
1631478313.726,1,88,12,31923,587,48,44,122.04,16
1631478313.829,1,88,12,31923,587,48,44,121.61,16
1631478313.935,1,88,12,31923,587,48,44,123.19,16
1631478314.038,1,88,12,31923,587,48,44,122.19,16
1631478314.141,1,88,12,31923,587,48,44,122.28,16
1631478314.245,1,90,12,31923,587,48,44,114.49,16
1631478314.348,1,90,12,31923,587,48,44,122.62,16
1631478314.451,1,88,12,31923,587,48,44,115.18,16
1631478314.556,1,88,12,31923,587,48,44,122.4,16
1631478314.659,1,87,12,31923,587,48,44,119.36,16
1631478314.76,1,88,12,31923,587,48,44,123.03,16
1631478314.863,1,88,12,31923,587,48,44,122.01,16
1631478314.966,1,87,12,31923,587,48,44,122.68,16
1631478315.069,1,87,12,31923,587,48,44,122.2,16
1631478315.172,1,88,12,31923,587,48,44,122.73,16
1631478315.275,1,84,11,31923,587,48,44,123.13,16
1631478315.379,1,84,11,31923,587,48,44,121.45,16
1631478315.481,1,88,12,31923,587,48,44,122.63,16
1631478315.584,1,90,12,31923,587,48,44,113.62,16
1631478315.687,1,90,12,31923,587,48,44,124.24,16
1631478315.79,1,88,12,31923,587,48,44,121.4,16
1631478315.893,1,88,12,31923,587,48,44,124.43,16
1631478315.996,1,88,12,31923,587,48,44,122.78,16
1631478316.1,1,88,12,31923,587,48,44,124.1,16
1631478316.203,1,88,12,31923,587,48,44,121.53,16
1631478316.306,1,88,12,31923,587,48,44,123.04,16
1631478316.409,1,88,12,31923,587,48,44,123.61,16
1631478316.512,1,88,12,31923,587,48,44,105.63,16
1631478316.615,1,87,12,31923,587,48,44,124.36,16
1631478316.718,1,87,12,31923,587,48,44,116.89,16
1631478316.822,1,88,12,31923,587,48,44,122.46,16
1631478316.925,1,88,12,31923,587,48,44,122.25,16
1631478317.028,1,88,12,31923,587,48,44,123.19,16
1631478317.131,1,89,12,31923,587,47,44,46.49,16
1631478317.234,1,89,12,31923,587,48,44,123.93,16
1631478317.337,1,57,8,31923,587,48,44,114.97,16
1631478317.44,1,88,12,31923,587,48,44,123.02,16
1631478317.543,1,88,12,31923,587,48,44,121.68,16
1631478317.646,1,88,12,31923,587,48,44,123.78,16
1631478317.75,1,88,12,31923,587,48,44,122.73,16
1631478317.853,1,88,12,31923,587,48,44,122.09,16
1631478317.956,1,88,12,31923,587,48,44,122.12,16
1631478318.059,1,88,12,31923,587,48,44,123.86,16
1631478318.164,1,88,12,31923,587,48,44,123.65,16
1631478318.267,1,90,12,31923,587,48,44,106.62,16
1631478318.37,1,90,12,31923,587,48,44,122.28,16
1631478318.473,1,88,12,31923,587,48,44,117.74,16
1631478318.576,1,88,12,31923,587,48,44,123.01,16
1631478318.679,1,88,12,31923,587,48,44,122.25,16
1631478318.782,1,88,12,31923,587,48,44,122.22,16
1631478318.886,1,88,12,31923,587,48,44,121.69,16
1631478318.989,1,88,12,31923,587,48,44,122.93,16
1631478319.092,1,83,11,31923,587,48,44,121.77,16
1631478319.195,1,83,11,31923,587,48,44,124.19,16
1631478319.298,1,87,12,31923,587,48,44,121.17,16
1631478319.401,1,87,12,31923,587,48,44,103.74,16
1631478319.504,1,88,12,31923,587,48,44,123.31,16
1631478319.608,1,90,12,31923,587,48,44,115.91,16
1631478319.711,1,90,12,31923,587,48,44,123.63,16
1631478319.814,1,87,12,31923,587,48,44,121.46,16
1631478319.917,1,87,12,31923,587,48,44,123.74,16
1631478320.02,1,88,12,31923,587,48,44,121.23,16
1631478320.123,1,88,12,31923,587,48,44,122.34,16
1631478320.229,1,88,12,31923,587,48,44,122.59,16
1631478320.332,1,88,12,31923,587,48,44,122.28,16
1631478320.435,1,88,12,31923,587,48,44,123.3,16
1631478320.538,1,88,12,31923,587,48,44,107.58,16
1631478320.641,1,88,12,31923,587,48,44,122.12,16
1631478320.743,1,88,12,31923,587,48,44,116.89,16
1631478320.846,1,88,12,31923,587,48,44,123.52,16
1631478320.95,1,88,12,31923,587,48,44,120.98,16
1631478321.053,1,88,12,31923,587,48,44,122.3,16
1631478321.158,1,90,12,31923,587,48,44,123.13,16
1631478321.261,1,88,12,31923,587,48,44,122.85,16
1631478321.364,1,88,12,31923,587,48,44,124.15,16
1631478321.467,1,88,12,31923,587,48,44,121.75,16
1631478321.572,1,88,12,31923,587,48,44,122.88,16
1631478321.675,1,88,12,31923,587,48,44,109.61,16
1631478321.778,1,88,12,31923,587,48,44,122.32,16
1631478321.881,1,88,12,31923,587,48,44,119.21,16
1631478321.984,1,87,12,31923,587,48,44,122.88,16
1631478322.087,1,87,12,31923,587,48,44,121.96,16
1631478322.19,1,88,12,31923,587,48,44,123.24,16
1631478322.294,1,88,12,31923,587,48,44,121.88,16
1631478322.397,1,88,12,31923,587,48,44,121.75,16
1631478322.5,1,88,12,31923,587,48,44,122.11,16
1631478322.603,1,90,12,31923,587,48,44,122.57,16
1631478322.706,1,90,12,31923,587,48,44,122.8,16
1631478322.808,1,88,12,31923,587,48,44,78.17,16
1631478322.911,1,88,12,31923,587,48,44,123.09,16
1631478323.016,1,84,11,31923,587,48,44,117.83,16
1631478323.119,1,88,12,31923,587,48,44,121.96,16
1631478323.222,1,88,12,31923,587,48,44,121.29,16
1631478323.325,1,88,12,31923,587,48,44,103.46,16
1631478323.429,1,88,12,31923,587,48,44,122.94,16
1631478323.531,1,85,11,31923,587,48,44,121.01,16
1631478323.637,1,88,12,31923,587,48,44,122.94,16
1631478323.74,1,88,12,31923,587,48,44,123.82,16
1631478323.843,1,88,12,31923,587,48,44,123.06,16
1631478323.946,1,90,12,31923,587,48,44,102.23,16
1631478324.049,1,90,12,31923,587,48,44,121.0,16
1631478324.152,1,88,12,31923,587,48,44,115.58,16
1631478324.255,1,88,12,31923,587,48,44,122.23,16
1631478324.359,1,88,12,31923,587,48,44,120.33,16
1631478324.462,1,87,12,31923,587,48,44,124.05,16
1631478324.566,1,87,12,31923,587,48,44,123.34,16
1631478324.669,1,88,12,31923,587,49,44,122.46,16
1631478324.772,1,88,12,31923,587,48,44,121.88,16
1631478324.875,1,88,12,31923,587,48,44,123.03,16
1631478324.981,1,88,12,31923,587,48,44,123.78,16
1631478325.084,1,88,12,31923,587,48,44,110.56,16
1631478325.187,1,88,12,31923,587,49,44,123.72,16
1631478325.29,1,88,12,31923,587,48,44,119.92,16
1631478325.392,1,88,12,31923,587,48,44,124.07,16
1631478325.495,1,90,12,31923,587,48,44,120.36,16
1631478325.598,1,90,12,31923,587,48,44,121.39,16
1631478325.702,1,88,12,31923,587,49,44,117.46,16
1631478325.805,1,87,12,31923,587,49,44,121.8,16
1631478325.908,1,87,12,31923,587,49,44,121.4,16
1631478326.012,1,88,12,31923,587,49,44,124.05,16
1631478326.115,1,88,12,31923,587,49,44,123.86,16
1631478326.218,1,88,12,31923,587,49,44,111.64,16
1631478326.324,1,88,12,31923,587,48,44,122.51,16
1631478326.427,1,88,12,31923,587,48,44,118.89,16
1631478326.53,1,88,12,31923,587,49,44,122.85,16
1631478326.633,1,83,11,31923,587,48,44,120.54,16
1631478326.736,1,83,11,31923,587,48,44,122.99,16
1631478326.839,1,90,12,31923,587,49,44,123.05,16
1631478326.944,1,90,12,31923,587,49,44,121.6,16
1631478327.047,1,88,12,31923,587,48,44,120.57,16
1631478327.15,1,88,12,31923,587,49,44,123.32,16
1631478327.253,1,88,12,31923,587,49,44,123.23,16
1631478327.356,1,88,12,31923,587,49,44,110.12,16
1631478327.459,1,88,12,31923,587,48,44,123.4,16
1631478327.562,1,88,12,31923,587,48,44,121.03,16
1631478327.666,1,88,12,31923,587,49,44,123.58,16
1631478327.77,1,88,12,31923,587,49,44,120.87,16
1631478327.873,1,88,12,31923,587,49,44,122.09,16
1631478327.976,1,88,12,31923,587,49,44,121.75,16
1631478328.079,1,88,12,31923,587,49,44,122.23,16
1631478328.182,1,88,12,31923,587,48,44,124.22,16
1631478328.288,1,90,12,31923,587,49,44,120.39,16
1631478328.391,1,90,12,31923,587,49,44,123.36,16
1631478328.494,1,88,12,31923,587,49,45,115.47,16
1631478328.596,1,88,12,31923,587,49,44,121.21,16
1631478328.699,1,88,12,31923,587,48,44,119.29,16
1631478328.802,1,88,12,31923,587,49,44,122.5,16
1631478328.906,1,88,12,31923,587,48,44,122.39,16
1631478329.01,1,88,12,31923,587,49,44,123.81,16
1631478329.112,1,88,12,31923,587,49,44,123.02,16
1631478329.215,1,87,12,31923,587,49,45,122.69,16
1631478329.318,1,88,12,31923,587,49,44,122.4,16
1631478329.421,1,88,12,31923,587,49,44,120.43,16
1631478329.524,1,88,12,31923,587,49,44,123.55,16
1631478329.627,1,88,12,31923,587,49,44,114.81,16
1631478329.731,1,88,12,31923,587,49,44,121.92,16
1631478329.834,1,90,12,31923,587,48,44,121.42,16
1631478329.937,1,90,12,31923,587,49,44,122.94,16
1631478330.04,1,88,12,31923,587,48,44,121.17,16
1631478330.143,1,87,12,31923,587,49,44,121.96,16
1631478330.246,1,87,12,31923,587,49,45,123.29,16
1631478330.349,1,88,12,31923,587,49,44,122.43,16
1631478330.453,1,88,12,31923,587,49,44,124.14,16
1631478330.556,1,84,11,31923,587,49,45,122.4,16
1631478330.659,1,88,12,31923,587,49,44,121.94,16
1631478330.762,1,88,12,31923,587,49,45,108.71,16
1631478330.865,1,88,12,31923,587,49,44,123.42,16
1631478330.968,1,88,12,31923,587,49,44,119.27,16
1631478331.071,1,88,12,31923,587,49,44,121.47,16
1631478331.174,1,89,12,31923,587,49,44,121.75,16
1631478331.279,1,89,12,31923,587,49,44,123.03,16
1631478331.382,1,88,12,31923,587,49,44,123.84,16
1631478331.485,1,87,12,31923,587,49,44,123.21,16
1631478331.588,1,87,12,31923,587,49,44,123.54,16
1631478331.691,1,88,12,31923,587,49,44,121.42,16
1631478331.796,1,88,12,31923,587,49,44,121.55,16
1631478331.899,1,88,12,31923,587,49,44,112.7,16
1631478332.002,1,88,12,31923,587,49,44,123.57,16
1631478332.105,1,88,12,31923,587,49,44,120.31,16
1631478332.208,1,88,12,31923,587,49,45,122.42,16
1631478332.311,1,88,12,31923,587,49,44,121.49,16
1631478332.413,1,88,12,31923,587,49,44,122.91,16
1631478332.517,1,88,12,31923,587,49,44,121.68,16
1631478332.62,1,88,12,31923,587,49,45,122.59,16
1631478332.723,1,90,12,31923,587,49,45,123.96,16
1631478332.826,1,88,12,31923,587,49,45,122.65,16
1631478332.929,1,88,12,31923,587,49,44,124.53,16
1631478333.032,1,88,12,31923,587,48,45,116.08,16
1631478333.135,1,88,12,31923,587,49,44,123.72,16
1631478333.239,1,88,12,31923,587,49,44,120.67,16
1631478333.342,1,88,12,31923,587,49,44,121.59,16
1631478333.445,1,88,12,31923,587,49,45,122.45,16
1631478333.548,1,88,12,31923,587,49,44,122.91,16
1631478333.651,1,87,12,31923,587,49,44,121.36,16
1631478333.754,1,87,12,31923,587,49,45,121.76,16
1631478333.857,1,87,12,31923,587,49,45,122.86,16
1631478333.961,1,87,12,31923,587,49,44,118.23,16
1631478334.064,1,88,12,31923,587,49,45,118.77,16
1631478334.167,1,90,12,31923,587,48,45,96.98,16
1631478334.27,1,90,12,31923,587,49,44,123.07,16
1631478334.373,1,85,11,31923,587,49,45,118.64,16
1631478334.476,1,85,11,31923,587,49,45,121.9,16
1631478334.579,1,88,12,31923,587,49,44,121.51,16
1631478334.683,1,88,12,31923,587,49,44,123.28,16
1631478334.786,1,88,12,31923,587,49,44,122.71,16
1631478334.889,1,88,12,31923,587,49,44,122.53,16
1631478334.992,1,88,12,31923,587,49,45,120.48,16
1631478335.095,1,88,12,31923,587,49,44,122.64,16
1631478335.198,1,88,12,31923,587,49,45,122.88,16
1631478335.304,1,88,12,31923,587,49,45,113.82,16
1631478335.407,1,88,12,31923,587,49,44,122.61,16
1631478335.51,1,88,12,31923,587,48,44,119.06,16
1631478335.613,1,88,12,31923,587,49,44,123.28,16
1631478335.716,1,89,12,31923,587,49,45,121.28,16
1631478335.818,1,88,12,31923,587,49,44,123.18,16
1631478335.921,1,88,12,31923,587,49,45,122.55,16
1631478336.025,1,88,12,31923,587,49,44,123.4,16
1631478336.128,1,88,12,31923,587,49,44,123.7,16
1631478336.231,1,87,12,31923,587,49,45,122.95,16
1631478336.334,1,88,12,31923,587,49,44,124.05,16
1631478336.437,1,88,12,31923,587,49,45,114.41,16
1631478336.54,1,88,12,31923,587,49,44,122.28,16
1631478336.643,1,88,12,31923,587,49,44,119.26,16
1631478336.747,1,88,12,31923,587,49,44,123.57,16
1631478336.85,1,88,12,31923,587,49,45,122.59,16
1631478336.953,1,88,12,31923,587,49,44,123.16,16
1631478337.056,1,90,12,31923,587,49,45,123.78,16
1631478337.159,1,88,12,31923,587,49,45,124.23,16
1631478337.262,1,88,12,31923,587,49,45,123.04,16
1631478337.365,1,88,12,31923,587,49,44,116.03,16
1631478337.469,1,88,12,31923,587,49,45,122.56,16
1631478337.572,1,88,12,31923,587,49,45,114.31,16
1631478337.675,1,88,12,31923,587,49,44,123.13,16
1631478337.778,1,88,12,31923,587,49,45,121.76,16
1631478337.881,1,88,12,31923,587,49,44,123.01,16
1631478337.984,1,88,12,31923,587,49,44,121.1,16
1631478338.087,1,84,11,31923,587,49,45,121.3,16
1631478338.192,1,88,12,31923,587,49,44,122.75,16
1631478338.295,1,88,12,31923,587,49,44,123.42,16
1631478338.398,1,88,12,31923,587,49,45,122.83,16
1631478338.501,1,90,12,31923,587,49,44,121.39,16
1631478338.604,1,90,12,31923,587,49,44,122.8,16
1631478338.707,1,87,12,31923,587,49,45,117.31,16
1631478338.813,1,87,12,31923,587,49,45,122.44,16
1631478338.916,1,88,12,31923,587,49,44,120.47,16
1631478339.019,1,88,12,31923,587,49,45,123.61,16
1631478339.122,1,88,12,31923,587,49,45,121.82,16
1631478339.225,1,88,12,31923,587,49,45,122.05,16
1631478339.328,1,88,12,31923,587,49,45,122.32,16
1631478339.434,1,88,12,31923,587,49,45,123.02,16
1631478339.537,1,88,12,31923,587,49,45,122.56,16
1631478339.64,1,88,12,31923,587,49,45,104.12,16
1631478339.742,1,88,12,31923,587,49,45,123.43,16
1631478339.845,1,88,12,31923,587,49,45,119.08,16
1631478339.948,1,88,12,31923,587,49,45,125.1,16
1631478340.051,1,90,12,31923,587,49,45,122.25,16
1631478340.155,1,90,12,31923,587,49,45,122.54,16
1631478340.258,1,88,12,31923,587,49,45,123.34,16
1631478340.361,1,88,12,31923,587,49,44,123.82,16
1631478340.464,1,88,12,31923,587,49,45,123.05,16
1631478340.567,1,88,12,31923,587,49,45,122.11,16
1631478340.67,1,88,12,31923,587,49,44,123.33,16
1631478340.776,1,88,12,31923,587,49,45,111.05,16
1631478340.879,1,87,12,31923,587,49,45,124.03,16
1631478340.982,1,87,12,31923,587,49,45,119.21,16
1631478341.085,1,88,12,31923,587,49,45,123.74,16
1631478341.188,1,88,12,31923,587,49,45,122.94,16
1631478341.291,1,88,12,31923,587,49,45,122.9,16
1631478341.393,1,88,12,31923,587,49,45,123.88,16
1631478341.5,1,88,12,31923,587,49,45,122.23,16
1631478341.603,1,90,12,31923,587,49,45,121.9,16
1631478341.706,1,88,12,31923,587,49,44,99.75,16
1631478341.809,1,88,12,31923,587,49,45,123.61,16
1631478341.912,1,85,11,31923,587,49,45,114.47,16
1631478342.015,1,88,12,31923,587,49,45,123.62,16
1631478342.12,1,88,12,31923,587,49,45,122.35,16
1631478342.223,1,87,12,31923,587,49,45,123.19,16
1631478342.326,1,87,12,31923,587,49,45,121.57,16
1631478342.429,1,87,12,31923,587,49,45,121.14,16
1631478342.532,1,88,12,31923,587,49,45,122.82,16
1631478342.635,1,88,12,31923,587,49,45,123.21,16
1631478342.738,1,88,12,31923,587,49,45,123.1,16
1631478342.842,1,88,12,31923,587,49,45,100.06,16
1631478342.945,1,88,12,31923,587,49,45,124.07,16
1631478343.047,1,90,12,31923,587,49,45,117.91,16
1631478343.15,1,90,12,31923,587,49,45,121.72,16
1631478343.253,1,88,12,31923,587,49,45,119.08,16
1631478343.356,1,87,12,31923,587,49,45,125.22,16
1631478343.459,1,87,12,31923,587,49,45,122.9,16
1631478343.563,1,88,12,31923,587,49,45,123.61,16
1631478343.667,1,88,12,31923,587,49,45,124.11,16
1631478343.77,1,88,12,31923,587,49,45,121.89,16
1631478343.873,1,88,12,31923,587,49,45,123.36,16
1631478343.976,1,88,12,31923,587,49,45,114.89,16
1631478344.079,1,88,12,31923,587,49,45,123.53,16
1631478344.182,1,88,12,31923,587,49,45,122.04,16
1631478344.286,1,88,12,31923,587,49,45,123.16,16
1631478344.389,1,88,12,31923,587,49,45,123.3,16
1631478344.492,1,88,12,31923,587,49,45,124.06,16
1631478344.595,1,90,12,31923,587,49,45,122.84,16
1631478344.698,1,88,12,31923,587,49,45,124.64,16
1631478344.801,1,88,12,31923,587,49,45,123.65,16
1631478344.904,1,88,12,31923,587,49,45,106.85,16
1631478345.007,1,88,12,31923,587,49,45,123.79,16
1631478345.115,1,88,12,31923,587,49,45,120.06,16
1631478345.218,1,88,12,31923,587,49,45,124.19,16
1631478345.32,1,88,12,31923,587,49,45,121.86,16
1631478345.423,1,88,12,31923,587,49,45,124.37,16
1631478345.526,1,88,12,31923,587,49,44,123.76,16
1631478345.629,1,83,11,31923,587,49,45,123.59,16
1631478345.732,1,88,12,31923,587,49,45,123.4,16
1631478345.838,1,88,12,31923,587,49,45,122.57,16
1631478345.941,1,88,12,31923,587,49,45,124.31,16
1631478346.044,1,88,12,31923,587,49,45,115.56,16
1631478346.147,1,88,12,31923,587,49,45,123.42,16
1631478346.25,1,90,12,31923,587,49,45,122.84,16
1631478346.353,1,90,12,31923,587,49,45,123.06,16
1631478346.455,1,88,12,31923,587,49,45,122.16,16
1631478346.558,1,88,12,31923,587,49,45,123.05,16
1631478346.661,1,88,12,31923,587,49,45,122.13,16
1631478346.766,1,88,12,31923,587,49,45,125.0,16
1631478346.869,1,88,12,31923,587,49,45,124.43,16
1631478346.972,1,88,12,31923,587,49,45,108.38,16
1631478347.075,1,88,12,31923,587,49,45,123.5,16
1631478347.178,1,88,12,31923,587,49,45,120.46,16
1631478347.281,1,88,12,31923,587,49,45,122.15,16
1631478347.383,1,88,12,31923,587,49,45,123.59,16
1631478347.486,1,88,12,31923,587,49,45,124.04,16
1631478347.589,1,88,12,31923,587,49,45,123.59,16
1631478347.692,1,88,12,31923,587,49,45,123.92,16
1631478347.797,1,88,12,31923,587,49,45,123.88,16
1631478347.9,1,90,12,31923,587,49,45,107.43,16
1631478348.003,1,90,12,31923,587,49,45,123.71,16
1631478348.106,1,87,12,31923,587,49,45,116.62,16
1631478348.209,1,87,12,31923,587,49,45,124.8,16
1631478348.312,1,88,12,31923,587,49,45,122.53,16
1631478348.415,1,88,12,31923,587,49,45,124.2,16
1631478348.518,1,88,12,31923,587,49,45,123.23,16
1631478348.621,1,88,12,31923,587,49,45,123.55,16
1631478348.724,1,88,12,31923,587,49,44,123.96,16
1631478348.827,1,88,12,31923,587,49,45,124.56,16
1631478348.933,1,88,12,31923,587,49,45,122.37,16
1631478349.036,1,88,12,31923,587,49,45,112.68,16
1631478349.138,1,88,12,31923,587,49,45,124.72,16
1631478349.241,1,88,12,31923,587,49,45,114.54,16
1631478349.344,1,84,11,31923,587,49,45,122.65,16
1631478349.447,1,88,12,31923,587,49,45,121.38,16
1631478349.55,1,88,12,31923,587,49,45,124.18,16
1631478349.653,1,90,12,31923,587,49,45,123.27,16
1631478349.756,1,90,12,31923,587,49,45,123.13,16
1631478349.859,1,88,12,31923,587,49,45,123.57,16
1631478349.962,1,88,12,31923,587,49,45,123.5,16
1631478350.065,1,88,12,31923,587,49,45,123.2,16
1631478350.168,1,88,12,31923,587,49,45,103.88,16
1631478350.271,1,87,12,31923,587,49,45,123.55,16
1631478350.374,1,87,12,31923,587,49,45,119.96,16
1631478350.477,1,88,12,31923,587,49,45,122.3,16
1631478350.581,1,88,12,31923,587,49,45,122.42,16
1631478350.689,1,88,12,31923,587,49,45,124.04,16
1631478350.792,1,88,12,31923,587,49,45,122.56,16
1631478350.895,1,88,12,31923,587,49,45,121.25,16
1631478350.998,1,88,12,31923,587,49,45,121.36,16
1631478351.101,1,88,12,31923,587,49,45,122.65,16
1631478351.204,1,88,12,31923,587,49,45,123.74,16
1631478351.307,1,90,12,31923,587,49,45,115.12,16
1631478351.41,1,90,12,31923,587,49,45,124.22,16
1631478351.513,1,88,12,31923,587,49,45,120.38,16
1631478351.616,1,88,12,31923,587,49,45,122.63,16
1631478351.719,1,88,12,31923,587,49,45,121.82,16
1631478351.822,1,88,12,31923,587,49,45,123.81,16
1631478351.928,1,88,12,31923,587,49,45,123.86,16
1631478352.03,1,88,12,31923,587,49,45,122.71,16
1631478352.133,1,88,12,31923,587,49,45,123.59,16
1631478352.236,1,88,12,31923,587,49,45,99.78,16
1631478352.339,1,88,12,31923,587,49,45,122.31,16
1631478352.442,1,88,12,31923,587,49,45,117.16,16
1631478352.545,1,88,12,31923,587,49,45,124.59,16
1631478352.648,1,87,12,31923,587,49,45,121.86,16
1631478352.751,1,87,12,31923,587,49,45,122.57,16
1631478352.854,1,88,12,31923,587,49,45,123.78,16
1631478352.957,1,88,12,31923,587,49,45,123.72,16
1631478353.06,1,90,12,31923,587,49,45,123.34,16
1631478353.163,1,84,11,31923,587,49,45,123.9,16
1631478353.265,1,84,11,31923,587,49,45,122.78,16
1631478353.368,1,88,12,31923,587,49,45,105.31,16
1631478353.473,1,88,12,31923,587,49,45,124.01,16
1631478353.576,1,88,12,31923,587,49,45,117.6,16
1631478353.679,1,88,12,31923,587,49,45,123.12,16
1631478353.782,1,88,12,31923,587,49,45,122.25,16
1631478353.885,1,88,12,31923,587,49,45,123.23,16
1631478353.988,1,88,12,31923,587,49,45,121.28,16
1631478354.091,1,88,12,31923,587,49,45,123.82,16
1631478354.194,1,86,11,31923,587,49,45,123.46,16
1631478354.297,1,86,11,31923,587,49,45,121.97,16
1631478354.4,1,88,12,31923,587,49,45,122.61,16
1631478354.504,1,88,12,31923,587,49,45,100.2,16
1631478354.607,1,88,12,31923,587,49,45,122.28,16
1631478354.71,1,90,12,31923,587,49,45,116.87,16
1631478354.813,1,90,12,31923,587,49,45,121.29,16
1631478354.916,1,88,12,31923,587,49,45,120.89,16
1631478355.019,1,87,12,31923,587,49,45,123.56,16
1631478355.122,1,87,12,31923,587,49,45,122.84,16
1631478355.226,1,88,12,31923,587,49,45,124.48,16
1631478355.329,1,88,12,31923,587,49,45,123.43,16
1631478355.432,1,88,12,31923,587,49,45,122.16,16
1631478355.535,1,88,12,31923,587,49,45,123.09,16
1631478355.638,1,88,12,31923,587,49,45,104.23,16
1631478355.741,1,88,12,31923,587,49,45,123.65,16
1631478355.847,1,88,12,31923,587,49,45,119.61,16
1631478355.95,1,88,12,31923,587,49,45,123.03,16
1631478356.053,1,88,12,31923,587,49,45,123.22,16
1631478356.156,1,88,12,31923,587,49,45,122.21,16
1631478356.258,1,90,12,31923,587,49,45,123.12,16
1631478356.361,1,88,12,31923,587,49,45,123.7,16
1631478356.464,1,88,12,31923,587,49,45,123.45,16
1631478356.569,1,88,12,31923,587,49,45,121.44,16
1631478356.672,1,88,12,31923,587,49,45,123.32,16
1631478356.775,1,88,12,31923,587,49,45,95.07,16
1631478356.878,1,84,11,31923,587,49,45,124.68,16
1631478356.981,1,84,11,31923,587,49,45,119.96,16
1631478357.084,1,88,12,31923,587,49,45,123.47,16
1631478357.186,1,88,12,31923,587,49,45,123.53,16
1631478357.291,1,88,12,31923,587,49,45,124.03,16
1631478357.394,1,87,12,31923,587,49,45,124.51,16
1631478357.497,1,87,12,31923,587,49,45,122.94,16
