Step,Node,Series,ElapsedTime,EpochTime,CPUFrequency,CPUTime,CPUUtilization,RSS,VMSize,Pages,ReadMB,WriteMB
-4,r3117156-n136082,0,300,1614917044,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,310,1614917054,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,320,1614917064,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,330,1614917074,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,340,1614917084,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,350,1614917094,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,360,1614917104,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,370,1614917114,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,380,1614917124,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,390,1614917134,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,400,1614917144,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,410,1614917154,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,420,1614917164,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,430,1614917174,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,440,1614917184,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,450,1614917194,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,460,1614917204,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,470,1614917214,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,480,1614917224,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,490,1614917234,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,500,1614917244,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,510,1614917254,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,520,1614917264,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,530,1614917274,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,540,1614917284,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,550,1614917294,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,560,1614917304,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,570,1614917314,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,580,1614917324,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,590,1614917334,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,600,1614917344,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,610,1614917354,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,620,1614917364,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,630,1614917374,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,640,1614917384,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,650,1614917394,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,660,1614917404,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,670,1614917414,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,680,1614917424,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,690,1614917434,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,700,1614917444,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,710,1614917454,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,720,1614917464,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,730,1614917474,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,740,1614917484,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,750,1614917494,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,760,1614917504,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,770,1614917514,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,780,1614917524,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,790,1614917534,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,800,1614917544,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,810,1614917554,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,820,1614917564,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,830,1614917574,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,840,1614917584,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,850,1614917594,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,860,1614917604,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,870,1614917614,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,880,1614917624,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,890,1614917634,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,900,1614917644,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,910,1614917654,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,920,1614917664,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,930,1614917674,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,940,1614917684,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,950,1614917694,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,960,1614917704,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,970,1614917714,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,980,1614917724,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,990,1614917734,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1000,1614917744,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1010,1614917754,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1020,1614917764,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1030,1614917774,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1040,1614917784,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1050,1614917794,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1060,1614917804,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1070,1614917814,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1080,1614917824,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1090,1614917834,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1100,1614917844,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1110,1614917854,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1120,1614917864,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1130,1614917874,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1140,1614917884,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1150,1614917894,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1160,1614917904,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1170,1614917914,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1180,1614917924,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1190,1614917934,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1200,1614917944,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1210,1614917954,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1220,1614917964,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1230,1614917974,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1240,1614917984,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1250,1614917994,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1260,1614918004,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1270,1614918014,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1280,1614918024,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1290,1614918034,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1300,1614918044,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1310,1614918054,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1320,1614918064,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1330,1614918074,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1340,1614918084,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1350,1614918094,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1360,1614918104,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1370,1614918114,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1380,1614918124,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1390,1614918134,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1400,1614918144,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1410,1614918154,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1420,1614918164,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1430,1614918174,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1440,1614918184,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1450,1614918194,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1460,1614918204,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1470,1614918214,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1480,1614918224,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1490,1614918234,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1500,1614918244,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1510,1614918254,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1520,1614918264,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1530,1614918274,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1540,1614918284,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1550,1614918294,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1560,1614918304,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1570,1614918314,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1580,1614918324,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1590,1614918334,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1600,1614918344,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1610,1614918354,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1620,1614918364,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1630,1614918374,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1640,1614918384,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1650,1614918394,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1660,1614918404,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1670,1614918414,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1680,1614918424,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1690,1614918434,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1700,1614918444,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1710,1614918454,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1720,1614918464,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1730,1614918474,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1740,1614918484,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1750,1614918494,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1760,1614918504,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1770,1614918514,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1780,1614918524,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1790,1614918534,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1800,1614918544,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1810,1614918554,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1820,1614918564,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1830,1614918574,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1840,1614918584,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1850,1614918594,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1860,1614918604,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1870,1614918614,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1880,1614918624,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1890,1614918634,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1900,1614918644,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1910,1614918654,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1920,1614918664,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1930,1614918674,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1940,1614918684,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1950,1614918694,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1960,1614918704,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1970,1614918714,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1980,1614918724,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,1990,1614918734,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2000,1614918744,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2010,1614918754,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2020,1614918764,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2030,1614918774,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2040,1614918784,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2050,1614918794,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2060,1614918804,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2070,1614918814,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2080,1614918824,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2090,1614918834,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2100,1614918844,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2110,1614918854,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2120,1614918864,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2130,1614918874,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2140,1614918884,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2150,1614918894,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2160,1614918904,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2170,1614918914,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2180,1614918924,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2190,1614918934,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2200,1614918944,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2210,1614918954,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2220,1614918964,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2230,1614918974,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2240,1614918984,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2250,1614918994,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2260,1614919004,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2270,1614919014,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2280,1614919024,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2290,1614919034,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2300,1614919044,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2310,1614919054,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2320,1614919064,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2330,1614919074,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2340,1614919084,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2350,1614919094,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2360,1614919104,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2370,1614919114,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2380,1614919124,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2390,1614919134,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2400,1614919144,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2410,1614919154,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2420,1614919164,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2430,1614919174,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2440,1614919184,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2450,1614919194,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2460,1614919204,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2470,1614919214,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2480,1614919224,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2490,1614919234,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2500,1614919244,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2510,1614919254,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2520,1614919264,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2530,1614919274,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2540,1614919284,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2550,1614919294,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2560,1614919304,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2570,1614919314,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2580,1614919324,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2590,1614919334,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2600,1614919344,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2610,1614919354,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2620,1614919364,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2630,1614919374,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2640,1614919384,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2650,1614919394,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2660,1614919404,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2670,1614919414,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2680,1614919424,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2690,1614919434,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2700,1614919444,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2710,1614919454,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2720,1614919464,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2730,1614919474,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2740,1614919484,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2750,1614919494,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2760,1614919504,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2770,1614919514,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2780,1614919524,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2790,1614919534,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2800,1614919544,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2810,1614919554,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2820,1614919564,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2830,1614919574,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2840,1614919584,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2850,1614919594,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2860,1614919604,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2870,1614919614,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2880,1614919624,3363,0.0,0.0,816,7776,0,0.0,0.0
-4,r3117156-n136082,0,2890,1614919634,3363,0.0,0.0,816,7776,0,0.0,0.0
