id_job,id_array_job,id_array_task,id_user,kill_requid,nodes_alloc,nodelist,cpus_req,derived_ec,exit_code,gres_used,array_max_tasks,array_task_pending,constraints,flags,mem_req,partition,priority,state,timelimit,time_submit,time_eligible,time_start,time_end,time_suspended,track_steps,tres_alloc,tres_req,job_type
13680221477949,84173100828392,17,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
42776349853089,84173100828392,18,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
59514801981733,84173100828392,19,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
52673869784150,84173100828392,20,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
86860922857775,84173100828392,21,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
63528880974254,84173100828392,22,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
41578450782219,84173100828392,23,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
86497456968041,84173100828392,24,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
39309398235720,84173100828392,25,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
14976636624482,84173100828392,26,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
44196821933670,84173100828392,27,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
62386426572358,84173100828392,28,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
56913130080997,84173100828392,29,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
52440599356079,84173100828392,30,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809460,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
73339570563793,84173100828392,31,11289836447956,61026541062099,1,['r9535192-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609816305,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
45482482462232,84173100828392,32,11289836447956,61026541062099,1,['r9175025-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
24861677659578,84173100828392,33,11289836447956,61026541062099,1,['r9175025-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
45317085557010,84173100828392,34,11289836447956,61026541062099,1,['r9175025-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
3629250344489,84173100828392,35,11289836447956,61026541062099,1,['r5573787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809430,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
37792202002731,84173100828392,36,11289836447956,61026541062099,1,['r5573787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809430,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
56874316903512,84173100828392,37,11289836447956,61026541062099,1,['r5573787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809648,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
59752116139592,84173100828392,38,11289836447956,61026541062099,1,['r5573787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809430,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
88979735262725,84173100828392,39,11289836447956,61026541062099,1,['r5573787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809430,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
76511932238351,84173100828392,40,11289836447956,61026541062099,1,['r5573787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809430,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
74819301041269,84173100828392,41,11289836447956,61026541062099,1,['r5573787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809430,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
12413763951676,84173100828392,42,11289836447956,61026541062099,1,['r9720335-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
54357333390450,84173100828392,43,11289836447956,61026541062099,1,['r9720335-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
58853464837395,84173100828392,44,11289836447956,61026541062099,1,['r9720335-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
40202977882216,84173100828392,45,11289836447956,61026541062099,1,['r9720335-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
63263388888165,84173100828392,46,11289836447956,61026541062099,1,['r2652301-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809422,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
31842620444704,84173100828392,47,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
48891591551811,84173100828392,48,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
56802967937604,84173100828392,49,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
49441602829112,84173100828392,50,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
4896495667799,84173100828392,51,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809519,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
58886254719197,84173100828392,52,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809530,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
66116528444237,84173100828392,53,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809524,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
53289382631212,84173100828392,54,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809526,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
17827723784112,84173100828392,55,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
56579082764436,84173100828392,56,11289836447956,61026541062099,1,['r7343737-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
91436625671336,84173100828392,57,11289836447956,61026541062099,1,['r1485405-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809423,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
28489275043383,84173100828392,58,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
82908481408448,84173100828392,59,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810198,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
29717676034991,84173100828392,60,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
87258866042875,84173100828392,61,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810198,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
22025281309687,84173100828392,62,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
4218443398101,84173100828392,63,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810201,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
6979985366033,84173100828392,64,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
15473265907790,84173100828392,65,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
91720791725636,84173100828392,66,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810226,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
51330917017559,84173100828392,67,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810222,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
10000709074588,84173100828392,68,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
74484261271309,84173100828392,69,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
16910786665320,84173100828392,70,11289836447956,61026541062099,1,['r8333645-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810197,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
82757709316223,84173100828392,71,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809569,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
18972639626956,84173100828392,72,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809569,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
13942055306174,84173100828392,73,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809569,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
81295829652102,84173100828392,74,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609811509,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
75586670647197,84173100828392,75,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810683,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
1735422129535,84173100828392,76,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810759,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
49512872056812,84173100828392,77,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810720,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
28129077932391,84173100828392,78,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810670,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
42839248940615,84173100828392,79,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609809569,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
41152893910538,84173100828392,80,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609811557,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
6131505217882,84173100828392,81,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609811526,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
18337552646997,84173100828392,82,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609811329,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
1960526990307,84173100828392,83,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609811146,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
25049784594629,84173100828392,84,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810928,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
1758608349084,84173100828392,85,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810796,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
64376125700051,84173100828392,86,11289836447956,61026541062099,1,['r7217787-n386398'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609810512,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
67200080568911,84173100828392,87,11289836447956,61026541062099,1,['r8015356-n976057'],1,0,0,,0,0,xeon-g6,4,9223372036854784308,normal,10771,3,4294967295,1609809099,1609809100,1609809100,1609811314,0,0,"1=1,2=8500,4=1,5=1","1=1,2=8500,4=1,5=1",OTHER
